zip,city,county
30580,TURNERVILLE,HABERSHAM
30471,TWIN CITY,EMANUEL
31795,TY TY,TIFT
31328,TYBEE ISLAND,CHATHAM
30290,TYRONE,FAYETTE
31091,UNADILLA,DOOLY
30291,UNION CITY,FULTON
30669,UNION POINT,GREENE
31829,UPATOI,MUSCOGEE
30473,UVALDA,MONTGOMERY
31601,VALDOSTA,LOWNDES
31602,VALDOSTA,LOWNDES
31603,VALDOSTA,LOWNDES
31604,VALDOSTA,LOWNDES
31605,VALDOSTA,LOWNDES
31606,VALDOSTA,LOWNDES
31698,VALDOSTA,LOWNDES
30756,VARNELL,WHITFIELD
30474,VIDALIA,TOOMBS
30475,VIDALIA,TOOMBS
31092,VIENNA,DOOLY
30180,VILLA RICA,CARROLL
30182,WACO,HARALSON
30477,WADLEY,JEFFERSON
30183,WALESKA,CHEROKEE
31333,WALTHOURVILLE,LIBERTY
31830,WARM SPRINGS,MERIWETHER
31088,WARNER ROBINS,HOUSTON
31093,WARNER ROBINS,HOUSTON
31095,WARNER ROBINS,HOUSTON
31098,WARNER ROBINS,HOUSTON
31099,WARNER ROBINS,HOUSTON
30828,WARRENTON,WARREN
31094,WARTHEN,WASHINGTON
31796,WARWICK,WORTH
30673,WASHINGTON,WILKES
30677,WATKINSVILLE,OCONEE
31565,WAVERLY,CAMDEN
31831,WAVERLY HALL,HARRIS
31501,WAYCROSS,WARE
31502,WAYCROSS,WARE
31503,WAYCROSS,WARE
30830,WAYNESBORO,BURKE
31566,WAYNESVILLE,BRANTLEY
31567,WEST GREEN,COFFEE
31833,WEST POINT,TROUP
31832,WESTON,WEBSTER
39897,WHIGHAM,GRADY
30184,WHITE,BARTOW
31568,WHITE OAK,CAMDEN
30678,WHITE PLAINS,GREENE
30185,WHITESBURG,CARROLL
30757,WILDWOOD,DADE
30581,WILEY,RABUN
31650,WILLACOOCHEE,ATKINSON
30292,WILLIAMSON,PIKE
30680,WINDER,BARROW
30187,WINSTON,DOUGLAS
30683,WINTERVILLE,CLARKE
31569,WOODBINE,CAMDEN
30293,WOODBURY,MERIWETHER
31836,WOODLAND,TALBOT
30188,WOODSTOCK,CHEROKEE
30189,WOODSTOCK,CHEROKEE
31798,WRAY,IRWIN
30833,WRENS,JEFFERSON
31096,WRIGHTSVILLE,JOHNSON
31097,YATESVILLE,UPSON
30582,YOUNG HARRIS,TOWNS
30295,ZEBULON,PIKE
