Fiscal Year,School District,County,School Name,Percentage (%) of Free & Reduced
2025,Muscogee County,Muscogee,Forrest Road Elementary School,0.95
2025,Muscogee County,Muscogee,Rigdon Road Elementary School,0.95
2025,Muscogee County,Muscogee,Waddell Elementary School,0.95
2025,Muscogee County,Muscogee,Davis Elementary School,0.95
2025,Muscogee County,Muscogee,Shaw High School,0.81
2025,Muscogee County,Muscogee,Johnson Elementary School,0.95
2025,Muscogee County,Muscogee,Allen Elementary School,0.95
2025,Muscogee County,Muscogee,River Road Elementary School,0.95
2025,Muscogee County,Muscogee,South Columbus Elementary School,0.95
2025,Muscogee County,Muscogee,Wynnton Elementary School,0.95
2025,Muscogee County,Muscogee,Carver High School,0.95
2025,Muscogee County,Muscogee,Eddy Middle School,0.95
2025,Muscogee County,Muscogee,Gentian Elementary School,0.95
2025,Muscogee County,Muscogee,Mathews Elementary School,0.2
2025,Muscogee County,Muscogee,Downtown Elementary Magnet Academy,0.95
2025,Muscogee County,Muscogee,Baker Middle School,0.95
2025,Muscogee County,Muscogee,East Columbus Magnet Academy,0.95
2025,Muscogee County,Muscogee,Spencer High School,0.95
2025,Muscogee County,Muscogee,Jordan Vocational High School,0.95
2025,Muscogee County,Muscogee,Wesley Heights Elementary School,0.95
2025,Muscogee County,Muscogee,Eagle Ridge Academy,0.76
2025,Muscogee County,Muscogee,Fort Middle School,0.95
2025,Muscogee County,Muscogee,Hannan Elementary,0.95
2025,Muscogee County,Muscogee,Brewer Elementary School,0.95
2025,Muscogee County,Muscogee,Blackmon Road Middle School,0.79
2025,Muscogee County,Muscogee,Double Churches Middle School,0.95
2025,Muscogee County,Muscogee,Midland Academy,0.89
2025,Muscogee County,Muscogee,Martin Luther King Jr. Elementary School,0.95
2025,Muscogee County,Muscogee,Northside High School,0.55
2025,Muscogee County,Muscogee,Veterans Memorial Middle School,0.76
2025,Muscogee County,Muscogee,Hardaway High School,0.95
2025,Muscogee County,Muscogee,Double Churches Elementary School,0.77
2025,Muscogee County,Muscogee,Clubview Elementary School,0.66
2025,Muscogee County,Muscogee,Arnold Middle School,0.95
2025,Muscogee County,Muscogee,Reese Road Leadership Academy,0.95
2025,Muscogee County,Muscogee,Kendrick High School,0.95
2025,Muscogee County,Muscogee,Georgetown Elementary School,0.95
2025,Muscogee County,Muscogee,Dimon Elementary,0.95
2025,Muscogee County,Muscogee,North Columbus Elementary,0.8
2025,Muscogee County,Muscogee,Fox Elementary School,0.95
2025,Muscogee County,Muscogee,Midland Middle School,0.95
2025,Muscogee County,Muscogee,Lonnie Jackson Academy,0.95
2025,Newton County,Newton,Newton County Theme School at Ficquett,0.52
2025,Newton County,Newton,Fairview Elementary,0.95
2025,Newton County,Newton,East Newton Elementary School,0.92
2025,Newton County,Newton,Livingston Elementary School,0.95
2025,Newton County,Newton,Mansfield Elementary School,0.77
2025,Newton County,Newton,Heard-Mixon Elementary School,0.95
2025,Newton County,Newton,Flint Hill Elementary,0.95
2025,Newton County,Newton,Alcovy High School,0.93
2025,Newton County,Newton,Eastside High School,0.69
2025,Newton County,Newton,West Newton Elementary School,0.95
2025,Newton County,Newton,Indian Creek Middle School,0.95
2025,Newton County,Newton,Porterdale Elementary School,0.95
2025,Newton County,Newton,Veterans Memorial Middle School,0.95
2025,Newton County,Newton,Oak Hill Elementary School,0.95
2025,Newton County,Newton,Rocky Plains Elementary School,0.95
2025,Newton County,Newton,Newton High School,0.91
2025,Newton County,Newton,Cousins Middle School,0.95
2025,Newton County,Newton,Clements Middle School,0.95
2025,Newton County,Newton,Liberty Middle School,0.95
2025,Newton County,Newton,Live Oak Elementary,0.95
2025,Newton County,Newton,South Salem Elementary School,0.95
2025,Newton County,Newton,Middle Ridge Elementary School,0.95
2025,Oconee County,Oconee,Dove Creek Middle School,0.1
2025,Oconee County,Oconee,Dove Creek Elementary School,0.15
2025,Oconee County,Oconee,Oconee County Middle School,0.18
2025,Oconee County,Oconee,Malcom Bridge Elementary School,0.28
2025,Oconee County,Oconee,Malcom Bridge Middle School,0.17
2025,Oconee County,Oconee,Oconee County High School,0.16
2025,Oconee County,Oconee,Oconee County Elementary School,0.19
2025,Oconee County,Oconee,Colham Ferry Elementary School,0.21
2025,Oconee County,Oconee,Rocky Branch Elementary School,0.18
2025,Oconee County,Oconee,North Oconee High School,0.15
2025,Oconee County,Oconee,Oconee County Primary School,0.22
2025,Oconee County,Oconee,High Shoals Elementary School,0.17
2025,Oglethorpe County,Oglethorpe,Oglethorpe County High School,0.79
2025,Oglethorpe County,Oglethorpe,Oglethorpe County Middle School,0.85
2025,Oglethorpe County,Oglethorpe,Oglethorpe County Primary School,0.89
2025,Oglethorpe County,Oglethorpe,Oglethorpe County Elementary School,0.86
2025,Paulding County,Paulding,Hal Hutchens Elementary,0.71
2025,Paulding County,Paulding,Sara M. Ragsdale Elementary,0.61
2025,Paulding County,Paulding,Carl Scoggins Sr. Middle School,0.53
2025,Paulding County,Paulding,Northside Elementary School,0.59
2025,Paulding County,Paulding,East Paulding High School,0.49
2025,Paulding County,Paulding,Hiram Elementary School,0.72
2025,Paulding County,Paulding,Union Elementary School,0.51
2025,Paulding County,Paulding,Paulding County High School,0.59
2025,Paulding County,Paulding,Herschel Jones Middle School,0.72
2025,Paulding County,Paulding,New Georgia Elementary School,0.52
2025,Paulding County,Paulding,Dallas Elementary School,0.8
2025,Paulding County,Paulding,Irma C. Austin Middle School,0.58
2025,Paulding County,Paulding,East Paulding Middle School,0.46
2025,Paulding County,Paulding,Roland W. Russom Elementary,0.34
2025,Paulding County,Paulding,Lena Mae Moses Middle School,0.48
2025,Paulding County,Paulding,C. A. Roberts Elementary School,0.55
2025,Paulding County,Paulding,Nebo Elementary School,0.6
2025,Paulding County,Paulding,Sam D. Panter Elementary School,0.71
2025,Paulding County,Paulding,Floyd L. Shelton Elementary School at Crossroad,0.28
2025,Paulding County,Paulding,South Paulding Middle School,0.59
2025,Paulding County,Paulding,McGarity Elementary School,0.58
2025,Paulding County,Paulding,Burnt Hickory Elementary School,0.27
2025,Paulding County,Paulding,North Paulding High School,0.29
2025,Paulding County,Paulding,Sammy McClure Sr. Middle School,0.25
2025,Paulding County,Paulding,South Paulding High School,0.47
2025,Paulding County,Paulding,Lillian C. Poole Elementary School,0.62
2025,Paulding County,Paulding,Bessie L. Baggett Elementary,0.71
2025,Paulding County,Paulding,Hiram High School,0.63
2025,Paulding County,Paulding,WC Abney Elementary,0.49
2025,Paulding County,Paulding,P. B. Ritch Middle School,0.68
2025,Paulding County,Paulding,Crossroads Middle School,0.31
2025,Paulding County,Paulding,J. A. Dobbins Middle School,0.71
2025,Paulding County,Paulding,Allgood Elementary School,0.73
2025,Paulding County,Paulding,Connie Dugan Elementary School,0.65
2025,Peach County,Peach,Peach County High School,0.95
2025,Peach County,Peach,Byron Elementary School,0.95
2025,Peach County,Peach,Byron Middle School,0.85
2025,Peach County,Peach,Fort Valley Middle School,0.95
2025,Peach County,Peach,Kay Road Elementary,0.95
2025,Peach County,Peach,Peach County Achievement Academy,0.95
2025,Peach County,Peach,Hunt Elementary School,0.95
2025,Pelham City,Mitchell,Pelham High School,0.95
2025,Pelham City,Mitchell,Pelham City Middle School,0.95
2025,Pelham City,Mitchell,Pelham Elementary School,0.95
2025,Pickens County,Pickens,Hill City Elementary School,0.6
2025,Pickens County,Pickens,Harmony Elementary School,0.64
2025,Pickens County,Pickens,Pickens County Junior High School,0.58
2025,Pickens County,Pickens,Jasper Middle School,0.61
2025,Pickens County,Pickens,Pickens County High School,0.48
2025,Pickens County,Pickens,Tate Elementary School,0.66
2025,Pierce County,Pierce,Pierce County Middle School,0.88
2025,Pierce County,Pierce,Midway Elementary School,0.81
2025,Pierce County,Pierce,Patterson Elementary School,0.88
2025,Pierce County,Pierce,Blackshear Elementary School,0.95
2025,Pierce County,Pierce,Pierce County High School,0.78
2025,Pike County,Pike,Zebulon High School,0.56
2025,Pike County,Pike,Pike County Middle School,0.43
2025,Pike County,Pike,Pike County Primary School,0.51
2025,Pike County,Pike,Pike County Elementary School,0.43
2025,Pike County,Pike,Pike County High School,0.36
2025,Polk County,Polk,Van Wert Elementary School,0.95
2025,Polk County,Polk,Northside Elementary,0.88
2025,Polk County,Polk,Harpst Academy,0.95
2025,Polk County,Polk,Eastside Elementary School,0.75
2025,Polk County,Polk,Cedartown High School,0.63
2025,Polk County,Polk,Rockmart High School,0.61
2025,Polk County,Polk,Cedartown Middle School,0.8
2025,Polk County,Polk,Rockmart Middle School,0.76
2025,Polk County,Polk,Westside Elementary School,0.8
2025,Polk County,Polk,Cherokee Elementary School,0.82
2025,Polk County,Polk,Youngs Grove Elementary School,0.95
2025,Pulaski County,Pulaski,Hawkinsville High School,0.95
2025,Pulaski County,Pulaski,Pulaski County Middle School,0.95
2025,Pulaski County,Pulaski,Pulaski County Elementary School,0.95
2025,Putnam County,Putnam,Putnam County Primary School,0.95
2025,Putnam County,Putnam,Putnam County Middle School,0.95
2025,Putnam County,Putnam,Putnam County High School,0.95
2025,Putnam County,Putnam,Putnam County Elementary School,0.95
2025,Quitman County,Quitman,Quitman County High School,0.82
2025,Quitman County,Quitman,Quitman County Elementary,0.95
2025,Rabun County,Rabun,Rabun County Primary School,0.95
2025,Rabun County,Rabun,Rabun County Middle School,0.9
2025,Rabun County,Rabun,Rabun County Elementary School,0.91
2025,Rabun County,Rabun,Rabun County High School,0.78
2025,Randolph County,Randolph,Randolph County Middle School,0.95
2025,Randolph County,Randolph,Randolph Clay High School,0.95
2025,Randolph County,Randolph,Randolph County Elementary School,0.95
2025,Richmond County,Richmond,Academy of Richmond County High School,0.85
2025,Richmond County,Richmond,Wheeless Road Elementary School,0.95
2025,Richmond County,Richmond,Davidson Fine Arts Magnet,0.42
2025,Richmond County,Richmond,Dorothy Hains Elementary School,0.95
2025,Richmond County,Richmond,W.S. Hornsby Middle School,0.95
2025,Richmond County,Richmond,Richmond County Technical Career Magnet School,0.82
2025,Richmond County,Richmond,W.S. Hornsby Elementary School,0.95
2025,Richmond County,Richmond,Pine Hill Middle School,0.95
2025,Richmond County,Richmond,Lamar - Milledge Elementary School,0.95
2025,Richmond County,Richmond,Belair Elementary School,0.82
2025,Richmond County,Richmond,Richmond Hill Middle School,0.95
2025,Richmond County,Richmond,Belair Middle School,0.82
2025,Richmond County,Richmond,Richmond Hill Elementary School,0.95
2025,Richmond County,Richmond,Wilkinson Gardens Elementary School,0.95
2025,Richmond County,Richmond,Deer Chase Elementary School,0.95
2025,Richmond County,Richmond,Lighthouse Care Center of Augusta,0.95
2025,Richmond County,Richmond,Meadowbrook Elementary School,0.95
2025,Richmond County,Richmond,Sue Reynolds Elementary School,0.95
2025,Richmond County,Richmond,Diamond Lakes Elementary School,0.95
2025,Richmond County,Richmond,Tobacco Road Elementary School,0.95
2025,Richmond County,Richmond,McBean Elementary School,0.95
2025,Richmond County,Richmond,Lake Forest Hills Elementary School,0.82
2025,Richmond County,Richmond,Jenkins-White Elementary School,0.95
2025,Richmond County,Richmond,Walker Traditional Elementary School,0.82
2025,Richmond County,Richmond,Hephzibah Middle School,0.95
2025,Richmond County,Richmond,Barton Chapel Elementary School,0.95
2025,Richmond County,Richmond,Butler High School,0.95
2025,Richmond County,Richmond,Garrett Elementary School,0.95
2025,Richmond County,Richmond,Murphey Middle School,0.95
2025,Richmond County,Richmond,Tutt Middle School,0.95
2025,Richmond County,Richmond,Laney High School,0.95
2025,Richmond County,Richmond,Jamestown Elementary School,0.95
2025,Richmond County,Richmond,Goshen Elementary School,0.95
2025,Richmond County,Richmond,Glenn Hills Middle School,0.95
2025,Richmond County,Richmond,Cross Creek High School,0.95
2025,Richmond County,Richmond,Hephzibah Elementary School,0.95
2025,Richmond County,Richmond,Freedom Park K-8 School,0.21
2025,Richmond County,Richmond,Copeland Elementary School,0.95
2025,Richmond County,Richmond,Glenn Hills Elementary School,0.95
2025,Richmond County,Richmond,Hephzibah High School,0.95
2025,Richmond County,Richmond,Warren Road Elementary School,0.95
2025,Richmond County,Richmond,Westside High School,0.85
2025,Richmond County,Richmond,Bayvale Elementary School,0.95
2025,Richmond County,Richmond,Glenn Hills High School,0.95
2025,Richmond County,Richmond,Johnson Health Science and Engineering Magnet School,0.7
2025,Richmond County,Richmond,Josey High School,0.95
2025,Richmond County,Richmond,Blythe Elementary School,0.95
2025,Richmond County,Richmond,Gracewood Elementary School,0.95
2025,Richmond County,Richmond,Monte Sano Elementary School,0.95
2025,Rockdale County,Rockdale,Hicks Elementary School,0.95
2025,Rockdale County,Rockdale,Heritage High School,0.75
2025,Rockdale County,Rockdale,Rockdale County High School,0.79
2025,Rockdale County,Rockdale,Pine Street Elementary School,0.95
2025,Rockdale County,Rockdale,Flat Shoals Elementary School,0.91
2025,Rockdale County,Rockdale,Edwards Middle School,0.89
2025,Rockdale County,Rockdale,Memorial Middle School,0.95
2025,Rockdale County,Rockdale,Hightower Trail Elementary School,0.94
2025,Rockdale County,Rockdale,Conyers Middle School,0.95
2025,Rockdale County,Rockdale,Peek's Chapel Elementary,0.95
2025,Rockdale County,Rockdale,General Ray Davis Middle School,0.72
2025,Rockdale County,Rockdale,Honey Creek Elementary School,0.86
2025,Rockdale County,Rockdale,House Elementary School,0.92
2025,Rockdale County,Rockdale,Barksdale Elementary School,0.87
2025,Rockdale County,Rockdale,Sims Elementary School,0.95
2025,Rockdale County,Rockdale,Salem High School,0.9
2025,Rockdale County,Rockdale,Shoal Creek Elementary School,0.95
2025,Rockdale County,Rockdale,Lorraine Elementary School,0.73
2025,Rome City,Floyd,Rome Middle School,0.95
2025,Rome City,Floyd,East Central Elementary School,0.91
2025,Rome City,Floyd,Rome High School,0.89
2025,Rome City,Floyd,West Central Elementary School,0.95
2025,Rome City,Floyd,Elm Street Elementary,0.95
2025,Rome City,Floyd,Main Elementary School,0.95
2025,Rome City,Floyd,Anna K. Davie Elementary,0.95
2025,Rome City,Floyd,West End Elementary School,0.95
2025,Savannah-Chatham County,Chatham,Coastal Middle School,0.48
2025,Savannah-Chatham County,Chatham,Coastal Empire Montessori Charter School,0.73
2025,Savannah-Chatham County,Chatham,Shuman Elementary School,0.93
2025,Savannah-Chatham County,Chatham,The School of Liberal Studies at Savannah High,0.85
2025,Savannah-Chatham County,Chatham,Godley Station School,0.61
2025,Savannah-Chatham County,Chatham,New Hampstead High School,0.59
2025,Savannah-Chatham County,Chatham,Rice Creek School,0.74
2025,Savannah-Chatham County,Chatham,Savannah Early College High School,0.61
2025,Savannah-Chatham County,Chatham,Pulaski Elementary SChool,0.79
2025,Savannah-Chatham County,Chatham,The STEM Academy at Bartlett,0.49
2025,Savannah-Chatham County,Chatham,Tybee Island Maritime Academy School,0.33
2025,Savannah-Chatham County,Chatham,Savannah Classical Academy Charter School,0.93
2025,Savannah-Chatham County,Chatham,Woodville-Tompkins Technical and Career High School,0.71
2025,Savannah-Chatham County,Chatham,Oglethorpe Charter School,0.88
2025,Savannah-Chatham County,Chatham,Susie King Taylor Community School,0.86
2025,Savannah-Chatham County,Chatham,Savannah Classical Academy Charter High School,0.75
2025,Savannah-Chatham County,Chatham,School of Humanities at Juliette Gordon Low,0.84
2025,Savannah-Chatham County,Chatham,Savannah-Chatham E-Learning Academy,0.77
2025,Savannah-Chatham County,Chatham,New Hampstead K-8 School,0.79
2025,Savannah-Chatham County,Chatham,Johnson High School,0.83
2025,Savannah-Chatham County,Chatham,UHS of Savannah Coastal Harbor Treatment Center,0.91
2025,Savannah-Chatham County,Chatham,Esther F. Garrison School for the Arts,0.51
2025,Savannah-Chatham County,Chatham,Georgetown School,0.77
2025,Savannah-Chatham County,Chatham,Garden City Elementary School,0.91
2025,Savannah-Chatham County,Chatham,West Chatham Middle School,0.78
2025,Savannah-Chatham County,Chatham,West Chatham Elementary School,0.77
2025,Savannah-Chatham County,Chatham,DeRenne Middle School,0.94
2025,Savannah-Chatham County,Chatham,Marshpoint Elementary School,0.52
2025,Savannah-Chatham County,Chatham,Southwest Middle School,0.81
2025,Savannah-Chatham County,Chatham,Southwest Elementary School,0.77
2025,Savannah-Chatham County,Chatham,Myers Middle School,0.93
2025,Savannah-Chatham County,Chatham,Savannah Arts Academy,0.2
2025,Savannah-Chatham County,Chatham,Otis J Brock III Elementary School,0.89
2025,Savannah-Chatham County,Chatham,Gadsden Elementary School,0.95
2025,Savannah-Chatham County,Chatham,Heard Elementary School,0.73
2025,Savannah-Chatham County,Chatham,May Howard Elementary School,0.3
2025,Savannah-Chatham County,Chatham,White Bluff Elementary School,0.86
2025,Savannah-Chatham County,Chatham,Beach High School,0.85
2025,Savannah-Chatham County,Chatham,Gould Elementary School,0.92
2025,Savannah-Chatham County,Chatham,Hubert Middle School,0.91
2025,Savannah-Chatham County,Chatham,Andrea B Williams Elementary School,0.93
2025,Savannah-Chatham County,Chatham,Groves High School,0.75
2025,Savannah-Chatham County,Chatham,Isle of Hope School,0.88
2025,Savannah-Chatham County,Chatham,Pooler Elementary School,0.86
2025,Savannah-Chatham County,Chatham,Bloomingdale Elementary School,0.76
2025,Savannah-Chatham County,Chatham,Ellis Elementary School,0.42
2025,Savannah-Chatham County,Chatham,Haven Elementary School,0.95
2025,Savannah-Chatham County,Chatham,Hesse School,0.72
2025,Savannah-Chatham County,Chatham,Windsor Forest Elementary School,0.83
2025,Savannah-Chatham County,Chatham,Butler Elementary School,0.89
2025,Savannah-Chatham County,Chatham,Hodge Elementary School,0.95
2025,Savannah-Chatham County,Chatham,Jenkins High School,0.74
2025,Savannah-Chatham County,Chatham,Mercer Middle School,0.85
2025,Savannah-Chatham County,Chatham,Jacob G. Smith Elementary School,0.48
2025,Savannah-Chatham County,Chatham,Windsor Forest High School,0.75
2025,Savannah-Chatham County,Chatham,Henderson E Formey Jr Early Learning Center,0.95
2025,Savannah-Chatham County,Chatham,Islands High School,0.38
2025,Schley County,Schley,Schley County Elementary School,0.51
2025,Schley County,Schley,Schley Middle High School,0.45
2025,Screven County,Screven,Screven County Middle School,0.81
2025,Screven County,Screven,Screven County Elementary School,0.81
2025,Screven County,Screven,Screven County High School,0.75
2025,Seminole County,Seminole,Seminole County Middle/High School,0.95
2025,Seminole County,Seminole,Seminole County Elementary School,0.95
2025,Social Circle City,Walton,Social Circle Primary School,0.84
2025,Social Circle City,Walton,Social Circle High School,0.57
2025,Social Circle City,Walton,Social Circle Elementary School,0.77
2025,Social Circle City,Walton,Social Circle Middle School,0.73
2025,State Schools,Fulton,Georgia School for the Deaf,0.35
2025,State Schools,Fulton,Georgia Academy for the Blind,0.32
2025,State Schools,Fulton,Atlanta Area School for the Deaf,0.36
2025,State Specialty Schools I- Coastal Plains High School,Wayne,Coastal Plains High School,0.28
2025,State Specialty Schools I- Discovery Regional High School,Cook,Discovery Regional High School,0.05
2025,State Specialty Schools I- Dubois Integrity Academy,Clayton,Dubois Integrity Academy,0.95
2025,State Specialty Schools I- Foothills Regional High School,Madison,Foothills Regional High School,0.73
2025,State Specialty Schools I- Georgia Connections Academy (Virtual),Gwinnett,Georgia Connections Academy (Virtual),0.66
2025,State Specialty Schools I- Georgia Cyber Academy (Virtual),Fulton,Georgia Cyber Academy (Virtual),0.56
2025,State Specialty Schools I- Georgia School for Innovation and the Classics,Fulton,Georgia School for Innovation and the Classics,0.05
2025,State Specialty Schools I- International Charter School of Atlanta,Fulton,International Charter School of Atlanta,0.05
2025,State Specialty Schools I- Ivy Preparatory Academy Inc,Fulton,Ivy Preparatory Academy Inc,0.79
2025,State Specialty Schools I- Mountain Education High School,Fulton,Mountain Education High School,0.32
2025,State Specialty Schools I- Odyssey Charter School,Fulton,Odyssey Charter School,0.48
2025,State Specialty Schools I- Scintilla Charter Academy,Fulton,Scintilla Charter Academy,0.47
2025,State Specialty Schools I- Utopian Academy for the Arts Trilith,Clayton,Utopian Academy for the Arts Trilith,0.54
2025,State Specialty Schools II- Academy For Classical Education,Fulton,Academy For Classical Education,0.17
2025,State Specialty Schools II- Amana Academy West Atlanta,Fulton,Amana Academy West Atlanta,0.34
2025,State Specialty Schools II- Atlanta Heights Charter School,Fulton,Atlanta Heights Charter School,0.95
2025,State Specialty Schools II- Atlanta SMART Academy,Fulton,Atlanta SMART Academy,0.95
2025,State Specialty Schools II- Atlanta Unbound Academy,Fulton,Atlanta Unbound Academy,0.95
2025,State Specialty Schools II- Baconton Community Charter School,Mitchell,Baconton Community Charter School,0.88
2025,State Specialty Schools II- Brookhaven Innovation Academy,Gwinnett,Brookhaven Innovation Academy,0.26
2025,State Specialty Schools II- Cirrus Charter Academy,Bibb,Cirrus Charter Academy,0.95
2025,State Specialty Schools II- Coweta Charter Academy,Coweta,Coweta Charter Academy,0.05
2025,State Specialty Schools II- D.E.L.T.A. STEAM Academy,Fulton,D.E.L.T.A. STEAM Academy,0.05
2025,State Specialty Schools II- DeKalb Brilliance Academy,DeKalb,DeKalb Brilliance Academy,0.95
2025,State Specialty Schools II- Destinations Career Academy of Georgia (Virtual),Fulton,Destinations Career Academy of Georgia (Virtual),0.53
2025,State Specialty Schools II- Ethos Classical Charter School,Fulton,Ethos Classical Charter School,0.95
2025,State Specialty Schools II- Excelsior Village Academies,Henry,Excelsior Village Academies,0.48
2025,State Specialty Schools II- Furlow Charter School,Sumter,Furlow Charter School,0.5
2025,State Specialty Schools II- Genesis Innovation Academy for Boys,Fulton,Genesis Innovation Academy for Boys,0.95
2025,State Specialty Schools II- Genesis Innovation Academy for Girls,Fulton,Genesis Innovation Academy for Girls,0.95
2025,State Specialty Schools II- Georgia Fugees Academy Charter School,Fulton,Georgia Fugees Academy Charter School,0.95
2025,State Specialty Schools II- International Academy of Smyrna,Cobb,International Academy of Smyrna,0.95
2025,State Specialty Schools II- International Charter Academy of Georgia,Gwinnett,International Charter Academy of Georgia,0.05
2025,State Specialty Schools II- Liberation Academy,Fulton,Liberation Academy,0.95
2025,State Specialty Schools II- Liberty Tech Charter Academy,Cobb,Liberty Tech Charter Academy,0.07
2025,State Specialty Schools II- Miles Ahead Charter School,Cobb,Miles Ahead Charter School,0.46
2025,State Specialty Schools II- Northwest Classical Academy,Fulton,Northwest Classical Academy,0.27
2025,State Specialty Schools II- PEACE Academy Charter School,DeKalb,PEACE Academy Charter School,0.95
2025,State Specialty Schools II- Pataula Charter Academy,Calhoun,Pataula Charter Academy,0.95
2025,State Specialty Schools II- RISE Preparatory Charter School,Fulton,RISE Preparatory Charter School,0.88
2025,State Specialty Schools II- Resurgence Hall Charter School,Fulton,Resurgence Hall Charter School,0.71
2025,State Specialty Schools II- Resurgence Hall Middle Academy,Fulton,Resurgence Hall Middle Academy,0.76
2025,State Specialty Schools II- Rocky Creek Charter Academy,Richmond,Rocky Creek Charter Academy,0.05
2025,State Specialty Schools II- SAIL Charter Academy - School for Arts-Infused Learning,Fulton,SAIL Charter Academy - School for Arts-Infused Learning,0.05
2025,State Specialty Schools II- SLAM Academy of Atlanta,Fulton,SLAM Academy of Atlanta,0.67
2025,State Specialty Schools II- Sankofa Montessori,Clayton,Sankofa Montessori,0.9
2025,State Specialty Schools II- Southwest Georgia S.T.E.M. Charter Academy,Randolph,Southwest Georgia S.T.E.M. Charter Academy,0.95
2025,State Specialty Schools II- Spring Creek Charter Academy,Decatur,Spring Creek Charter Academy,0.95
2025,State Specialty Schools II- Statesboro STEAM Academy,Bulloch,Statesboro STEAM Academy,0.64
2025,State Specialty Schools II- The Anchor School,DeKalb,The Anchor School,0.95
2025,State Specialty Schools II- Yi Hwang Academy of Language Excellence,Fulton,Yi Hwang Academy of Language Excellence,0.05
2025,State Specialty Schools II- Zest Preparatory Academy School,Fulton,Zest Preparatory Academy School,0.43
2025,Stephens County,Stephens,Toccoa Elementary School,0.95
2025,Stephens County,Stephens,Stephens County High School,0.89
2025,Stephens County,Stephens,Big A Elementary School,0.95
2025,Stephens County,Stephens,Liberty Elementary School,0.95
2025,Stephens County,Stephens,Stephens County Middle School,0.95
2025,Stephens County,Stephens,Stephens County Fifth Grade Academy,0.95
2025,Stewart County,Stewart,Stewart County Elementary School,0.95
2025,Stewart County,Stewart,Stewart County High School,0.87
2025,Stewart County,Stewart,Stewart County Middle School,0.95
2025,Sumter County,Sumter,Sumter County Intermediate School,0.95
2025,Sumter County,Sumter,Sumter County High School,0.92
2025,Sumter County,Sumter,Sumter County Elementary School,0.95
2025,Sumter County,Sumter,Sumter County Primary School,0.95
2025,Sumter County,Sumter,Sumter County Middle School,0.95
2025,Talbot County,Talbot,Central Elementary/High School,0.95
2025,Taliaferro County,Taliaferro,Taliaferro County School,0.95
2025,Tattnall County,Tattnall,North Tattnall Middle School,0.95
2025,Tattnall County,Tattnall,South Tattnall Middle School,0.95
2025,Tattnall County,Tattnall,South Tattnall Elementary School,0.95
2025,Tattnall County,Tattnall,North Tattnall Elementary School,0.95
2025,Tattnall County,Tattnall,Tattnall County High School,0.95
2025,Taylor County,Taylor,Taylor County Middle School,0.95
2025,Taylor County,Taylor,Taylor County Primary School,0.95
2025,Taylor County,Taylor,Taylor County Elementary,0.95
2025,Taylor County,Taylor,Taylor County High School,0.95
2025,Telfair County,Telfair,Telfair Alternative Preparation School,0.95
2025,Telfair County,Telfair,Telfair County Elementary,0.95
2025,Telfair County,Telfair,Telfair County High School,0.95
2025,Telfair County,Telfair,Telfair County Middle School,0.95
2025,Terrell County,Terrell,Cooper-Carver Elementary School,0.95
2025,Terrell County,Terrell,Terrell High School,0.89
2025,Terrell County,Terrell,Terrell Middle School,0.95
2025,Thomas County,Thomas,Garrison-Pilcher Elementary School,0.95
2025,Thomas County,Thomas,Thomas County Middle School,0.95
2025,Thomas County,Thomas,Cross Creek Elementary School,0.95
2025,Thomas County,Thomas,The Renaissance Center for Academic and Career Development,0.95
2025,Thomas County,Thomas,Bishop Hall,0.95
2025,Thomas County,Thomas,Hand In Hand Primary,0.95
2025,Thomas County,Thomas,Thomas County Central High School,0.88
2025,Thomaston-Upson County,Thomaston-Upson,Upson-Lee Primary School,0.95
2025,Thomaston-Upson County,Thomaston-Upson,Upson-Lee High School,0.95
2025,Thomaston-Upson County,Thomaston-Upson,Upson-Lee Middle School,0.95
2025,Thomaston-Upson County,Thomaston-Upson,Upson-Lee Elementary School,0.95
2025,Thomasville City,Thomas,Jerger Elementary School,0.58
2025,Thomasville City,Thomas,Thomasville High School,0.88
2025,Thomasville City,Thomas,MacIntyre Park Middle School,0.95
2025,Thomasville City,Thomas,Scott Elementary School,0.95
2025,Thomasville City,Thomas,Harper Elementary School,0.95
2025,Tift County,Tift,Northside Elementary School,0.95
2025,Tift County,Tift,Northeast Middle School,0.95
2025,Tift County,Tift,Omega Elementary School,0.95
2025,Tift County,Tift,Matt Wilson Elementary School,0.95
2025,Tift County,Tift,Charles Spencer Elementary School,0.95
2025,Tift County,Tift,J. T. Reddick Elementary School,0.95
2025,Tift County,Tift,Annie Belle Clark Elementary School,0.95
2025,Tift County,Tift,G. O. Bailey Elementary School,0.95
2025,Tift County,Tift,Tift County High School,0.9
2025,Tift County,Tift,Eighth Street Middle School,0.95
2025,Tift County,Tift,Len Lastinger Elementary School,0.95
2025,Toombs County,Toombs,Toombs County Middle School,0.95
2025,Toombs County,Toombs,Lyons Primary School,0.95
2025,Toombs County,Toombs,Toombs County High School,0.95
2025,Toombs County,Toombs,Lyons Upper Elementary,0.95
2025,Toombs County,Toombs,Toombs Central Elementary School,0.95
2025,Towns County,Towns,Towns County Elementary School,0.95
2025,Towns County,Towns,Towns County Middle School,0.92
2025,Towns County,Towns,Towns County High School,0.68
2025,Treutlen County,Treutlen,Treutlen Elementary School,0.95
2025,Treutlen County,Treutlen,Treutlen Middle/High School,0.95
2025,Trion City,Catoosa,Trion High School,0.53
2025,Trion City,Catoosa,Trion Middle School,0.58
2025,Trion City,Catoosa,Trion Elementary School,0.62
